student_id,gender,school_type,parent_edu,prior_gpa,attendance_pct,quiz_avg,assign_avg,midterm,study_hours_wk,on_time_submit_pct,lms_logins_wk,forum_posts,commute_min,final_score,grade_band,passed
S2125,F,Public,PhD,3.17,65.8,58.5,47.3,76.9,2.5,97.4,5.3,3,47.0,67.9,C,1
S2126,F,Public,High School,3.89,73.5,68.6,69.6,54.7,16.2,90.0,4.8,5,18.4,75.4,B,1
S2127,M,Public,PhD,3.91,83.2,46.4,58.4,49.6,12.5,100.0,7.0,4,15.3,73.7,B,1
S2128,F,Public,Bachelor,2.71,66.3,73.7,51.2,67.8,12.0,85.1,0.3,1,33.2,68.1,C,1
S2129,M,Charter,Bachelor,3.13,67.8,60.9,69.6,66.8,6.7,65.8,4.1,1,65.4,65.0,C,1
S2130,M,Public,Bachelor,2.29,64.9,57.3,72.6,51.4,13.4,63.1,5.4,1,35.8,51.3,D,1
S2131,M,Public,High School,3.41,70.8,49.2,54.6,93.1,9.9,87.6,7.6,3,25.6,59.4,D,1
S2132,F,Private,High School,3.78,86.8,75.3,62.4,58.1,10.0,89.7,5.0,3,22.2,81.2,A,1
S2133,F,Public,High School,3.02,62.4,66.3,55.6,40.2,8.4,95.9,1.5,6,49.7,60.2,C,1
S2134,F,Public,High School,2.67,65.2,56.1,53.1,39.1,8.2,80.3,0.0,0,34.6,53.9,D,1
S2135,F,Private,Bachelor,3.18,60.6,55.9,77.6,50.3,9.5,66.6,6.2,3,37.1,61.8,C,1
S2136,M,Charter,Master,3.21,69.3,49.9,57.3,70.5,8.3,75.5,5.6,6,28.5,64.5,C,1
S2137,F,Private,Bachelor,3.04,57.0,51.7,55.1,49.6,3.8,89.3,5.4,3,32.8,61.7,C,1
S2138,M,Private,High School,3.09,76.9,55.1,77.5,71.8,6.9,59.0,8.1,5,20.4,65.4,C,1
S2139,F,Public,Master,2.91,75.3,64.1,66.7,59.6,11.9,62.2,4.6,7,28.0,67.5,C,1
S2140,F,Charter,Bachelor,3.5,81.3,56.1,75.1,68.3,8.4,80.5,6.2,4,12.2,85.5,A,1
S2141,F,Public,PhD,3.37,73.9,67.1,55.8,62.0,5.3,94.8,2.6,4,15.5,76.2,B,1
S2142,F,Private,Bachelor,2.51,58.0,41.8,50.9,51.3,3.9,72.5,6.5,2,34.8,40.2,F,0
S2143,M,Public,High School,2.49,58.5,47.7,46.3,57.2,6.7,80.5,2.9,1,17.0,44.0,F,0
S2144,M,Charter,Bachelor,2.87,81.0,66.0,69.6,47.8,6.2,78.8,2.5,4,27.6,74.7,B,1
S2145,F,Private,Bachelor,3.37,85.2,57.8,77.3,48.4,9.6,82.0,5.8,11,17.6,74.5,B,1
S2146,M,Private,High School,3.07,71.7,65.1,56.4,59.6,6.9,72.9,8.7,4,7.8,64.8,C,1
S2147,M,Public,High School,2.68,62.7,58.4,54.3,75.0,10.7,86.9,8.0,3,30.0,64.7,C,1
S2148,F,Public,High School,3.13,82.3,59.4,61.4,35.8,11.0,66.3,2.9,3,36.0,62.0,C,1
S2149,F,Private,High School,2.83,62.8,65.7,44.6,30.0,15.0,75.5,6.4,8,6.1,53.4,D,1
S2150,M,Private,Bachelor,3.44,76.2,63.4,58.8,53.6,9.6,98.2,6.3,5,31.9,71.0,B,1
S2151,M,Public,Bachelor,3.17,82.5,73.5,71.5,70.3,8.8,72.5,6.9,5,7.4,73.0,B,1
S2152,F,Charter,High School,2.84,61.7,71.8,50.5,56.5,11.9,59.7,4.7,3,46.1,66.7,C,1
S2153,F,Charter,Bachelor,3.12,77.8,58.3,64.1,39.9,10.6,55.8,6.0,2,32.9,61.0,C,1
S2154,M,Public,Bachelor,3.66,80.7,72.1,55.3,61.0,8.8,94.6,8.8,3,5.0,74.9,B,1
S2155,M,Charter,High School,2.72,66.8,48.0,57.4,28.5,9.5,86.0,0.3,3,39.2,55.8,D,1
S2156,M,Private,High School,3.2,64.1,46.9,56.0,59.0,11.0,77.9,5.7,5,14.8,54.6,D,1
S2157,M,Public,High School,2.96,63.9,53.4,48.6,48.2,3.5,64.4,2.1,0,10.7,63.8,C,1
S2158,M,Public,Bachelor,3.21,74.5,46.8,70.3,50.5,7.9,80.4,4.1,4,34.8,56.8,D,1
S2159,F,Private,High School,2.67,55.3,41.3,63.7,52.6,8.3,90.9,3.7,3,44.7,62.2,C,1
S2160,F,Private,Bachelor,3.06,71.6,64.3,52.9,57.6,13.6,65.3,2.6,5,31.9,66.9,C,1
S2161,F,Public,Bachelor,3.55,79.9,59.5,64.4,49.9,13.3,98.2,4.7,2,16.7,72.3,B,1
S2162,M,Private,Bachelor,2.53,73.2,62.1,59.2,64.3,5.4,55.0,0.5,5,29.9,59.3,D,1
S2163,F,Private,High School,2.34,52.2,50.2,37.1,57.5,4.2,59.7,1.7,3,19.6,47.5,F,0
S2164,M,Private,Bachelor,2.35,74.1,72.4,45.4,32.3,8.8,74.9,3.9,2,25.6,56.0,D,1
S2165,F,Public,Bachelor,2.41,77.7,60.7,70.6,48.2,1.0,85.5,4.8,3,34.0,54.0,D,1
S2166,F,Charter,Master,3.3,76.3,72.8,54.5,45.5,7.8,100.0,3.7,0,5.0,68.7,C,1
S2167,M,Public,Master,2.3,54.7,51.6,65.0,32.9,10.4,84.9,5.4,2,35.2,51.1,D,1
S2168,F,Public,Bachelor,2.85,65.9,58.3,47.2,59.0,9.3,97.1,5.3,4,5.0,48.9,F,0
S2169,M,Public,Bachelor,3.31,72.7,72.3,69.3,53.3,8.0,85.3,8.1,3,5.0,78.9,B,1
S2170,F,Public,Bachelor,3.21,74.2,67.0,60.3,54.8,6.2,74.6,1.5,2,33.8,67.4,C,1
S2171,M,Charter,Master,2.81,68.2,57.6,58.0,44.2,10.7,92.3,4.6,1,13.3,61.3,C,1
S2172,M,Public,High School,3.1,73.2,61.2,78.9,59.0,9.6,97.3,6.0,3,9.7,65.7,C,1
S2173,F,Private,PhD,3.05,69.8,63.2,50.0,63.0,8.6,91.7,1.2,5,20.3,65.0,C,1
S2174,M,Public,Bachelor,2.89,71.0,50.2,65.9,76.8,9.7,86.2,9.0,4,16.7,69.1,C,1
S2175,F,Public,Bachelor,2.89,65.3,48.1,64.4,48.1,9.1,95.6,3.0,5,29.0,52.1,D,1
S2176,M,Charter,High School,4.0,77.3,81.4,98.7,46.7,13.3,94.1,8.1,7,22.6,85.3,A,1
S2177,F,Private,Bachelor,3.4,69.4,79.0,53.6,54.5,6.6,83.8,7.4,4,8.2,62.4,C,1
S2178,F,Public,Bachelor,4.0,95.3,63.3,66.4,69.7,9.9,98.7,7.2,5,5.0,71.3,B,1
S2179,F,Private,High School,2.75,79.2,51.7,68.7,41.2,10.3,83.2,6.7,8,23.2,57.0,D,1
S2180,M,Public,High School,2.96,74.0,69.8,59.7,38.2,10.5,90.2,8.4,2,41.7,73.8,B,1
S2181,M,Public,Master,2.33,73.9,59.0,53.6,41.2,7.5,71.8,0.6,1,27.3,59.8,D,1
S2182,M,Private,Bachelor,2.6,72.3,61.9,67.7,45.8,5.6,86.9,3.7,4,21.8,60.9,C,1
S2183,M,Private,Bachelor,3.95,81.0,76.9,66.5,49.7,15.1,99.8,8.7,8,46.2,84.5,A,1
S2184,F,Public,High School,2.74,55.3,48.7,48.5,52.2,6.8,80.0,0.6,3,37.6,49.5,F,0
S2185,F,Charter,Master,3.96,77.5,70.2,74.8,60.2,16.7,80.6,9.0,5,5.0,72.6,B,1
S2186,F,Private,Master,2.38,61.1,52.7,58.9,58.3,4.3,88.7,6.4,0,23.9,51.4,D,1
S2187,F,Public,Bachelor,2.47,55.7,40.7,52.2,40.9,5.3,60.2,5.8,1,31.0,59.0,D,1
S2188,F,Private,Bachelor,2.83,56.4,55.3,54.0,58.4,7.9,66.8,5.0,3,9.8,62.7,C,1
S2189,F,Private,Bachelor,2.97,73.6,70.7,53.3,50.4,11.4,81.7,7.5,4,20.8,60.2,C,1
S2190,M,Private,Bachelor,3.46,77.2,59.8,71.7,42.4,10.7,54.5,6.4,5,23.0,64.6,C,1
S2191,F,Public,High School,3.23,62.9,58.6,57.7,48.0,10.0,100.0,2.4,5,20.5,63.5,C,1
S2192,F,Private,PhD,2.79,62.0,55.6,51.2,32.2,7.0,78.1,2.9,5,7.9,48.7,F,0
S2193,F,Public,Bachelor,2.93,78.6,56.7,50.8,74.1,9.5,97.8,3.8,5,47.4,63.8,C,1
S2194,M,Charter,Bachelor,2.84,61.4,60.5,61.8,54.8,8.1,100.0,4.0,3,29.8,56.3,D,1
S2195,M,Private,Bachelor,2.54,66.8,46.3,53.0,38.5,4.8,73.6,3.2,6,14.4,52.2,D,1
S2196,M,Public,Master,2.56,64.0,65.7,39.0,48.4,7.6,91.7,2.7,0,40.4,59.4,D,1
S2197,F,Private,High School,3.51,79.2,70.4,55.1,29.5,11.5,72.4,6.2,5,21.2,74.4,B,1
S2198,F,Charter,High School,2.09,54.0,36.5,50.2,60.5,12.4,76.1,5.2,1,44.4,42.2,F,0
S2199,M,Charter,Bachelor,3.81,78.8,83.2,65.8,79.6,10.4,82.4,6.9,6,19.4,82.4,A,1
S2200,F,Public,Bachelor,2.83,69.6,57.8,57.7,53.6,5.8,86.6,5.3,3,5.0,63.8,C,1
S2201,M,Public,Master,2.61,68.0,46.8,54.8,52.3,8.3,86.7,0.0,2,10.9,55.2,D,1
S2202,M,Private,High School,3.37,74.3,72.6,50.8,43.5,7.5,81.8,5.7,5,40.3,62.0,C,1
S2203,M,Public,Master,3.74,80.2,71.1,59.6,45.9,8.8,94.0,8.5,5,36.8,67.2,C,1
S2204,F,Charter,High School,3.56,93.1,50.9,79.6,33.9,6.9,96.9,8.4,4,5.0,59.5,D,1
S2205,F,Public,High School,3.25,93.0,61.0,76.4,53.3,7.7,84.8,7.4,1,44.6,75.2,B,1
S2206,M,Public,Master,3.54,70.3,64.5,69.5,70.3,8.9,100.0,6.5,4,37.7,68.0,C,1
S2207,F,Public,Bachelor,2.14,42.9,30.0,54.8,37.4,1.7,69.8,3.2,1,19.8,34.4,F,0
S2208,M,Public,Bachelor,2.74,72.2,57.0,68.0,55.9,7.2,97.3,2.5,2,25.1,64.4,C,1
S2209,F,Private,High School,2.54,66.9,54.7,47.6,61.9,1.0,89.2,5.1,1,5.0,57.5,D,1
S2210,F,Public,Bachelor,3.61,84.6,54.6,67.9,36.0,12.9,63.8,4.7,6,11.4,72.0,B,1
S2211,F,Public,Bachelor,2.81,70.4,58.9,49.8,74.7,6.6,96.0,5.4,5,22.8,71.4,B,1
S2212,M,Public,PhD,3.42,74.7,62.2,54.5,70.3,9.5,97.1,5.6,3,27.5,68.6,C,1
S2213,F,Private,PhD,3.27,81.7,51.1,68.3,59.0,11.8,84.0,5.2,2,21.9,66.3,C,1
S2214,F,Public,Bachelor,2.57,75.8,65.2,68.1,64.0,8.4,80.1,5.4,0,29.2,63.4,C,1
S2215,M,Private,Bachelor,2.71,56.0,59.5,54.7,63.8,5.9,83.0,4.9,5,11.9,57.4,D,1
S2216,F,Private,Bachelor,3.65,69.9,59.4,79.7,60.4,12.9,100.0,6.7,3,26.6,69.1,C,1
S2217,M,Private,Bachelor,2.61,65.3,51.2,59.6,66.7,12.1,71.2,2.5,1,52.2,58.5,D,1
S2218,F,Charter,High School,3.06,71.4,65.7,54.7,50.0,6.2,99.7,7.9,5,31.3,59.1,D,1
S2219,M,Charter,Bachelor,2.61,64.3,50.8,47.7,55.0,9.7,63.1,4.2,2,27.5,50.7,D,1
S2220,F,Charter,High School,2.84,71.9,37.6,69.6,63.2,5.0,57.3,5.6,3,14.7,69.2,C,1
S2221,F,Public,High School,2.98,77.7,64.5,63.6,25.0,12.4,86.9,4.6,3,19.8,69.0,C,1
S2222,M,Public,High School,2.61,79.9,49.4,66.7,54.4,5.3,91.2,2.1,4,7.3,51.4,D,1
S2223,M,Public,Bachelor,2.52,69.8,49.9,35.0,57.5,4.8,73.0,4.0,4,5.7,54.4,D,1
S2224,M,Charter,Master,3.14,64.6,71.5,63.0,36.8,13.0,54.3,3.7,3,23.2,64.0,C,1
S2225,M,Charter,Bachelor,2.58,64.6,51.4,52.8,52.9,9.5,57.9,4.3,4,35.4,57.2,D,1
S2226,M,Charter,Bachelor,2.59,65.3,53.1,45.1,40.5,5.3,81.2,0.0,4,14.2,45.5,F,0
S2227,F,Public,High School,2.53,69.4,58.9,57.5,55.9,7.5,75.2,2.5,4,45.3,50.2,D,1
S2228,M,Charter,Bachelor,2.96,72.7,63.1,71.1,53.2,6.7,95.0,4.4,3,16.8,65.3,C,1
S2229,M,Public,High School,3.47,91.1,58.2,88.5,44.3,6.1,85.6,3.8,10,21.3,70.7,B,1
S2230,F,Public,Bachelor,3.75,73.8,63.7,68.5,71.8,12.6,78.6,7.1,5,35.4,71.5,B,1
S2231,M,Public,PhD,2.64,69.4,55.0,52.3,45.7,6.5,80.1,2.7,3,22.1,55.5,D,1
S2232,F,Public,High School,4.0,98.8,76.4,65.8,66.1,10.2,100.0,7.0,6,29.4,83.2,A,1
S2233,F,Private,High School,2.5,60.3,53.7,64.7,65.4,10.9,91.2,2.1,5,36.1,64.7,C,1
S2234,F,Public,Bachelor,3.54,76.6,89.4,56.6,52.8,8.4,84.1,7.8,9,12.2,67.5,C,1
S2235,F,Public,PhD,2.64,58.8,39.7,62.2,47.0,8.0,77.2,4.7,3,17.1,49.9,F,0
S2236,F,Private,Master,2.56,66.3,62.9,60.3,46.4,10.5,85.0,4.0,2,45.5,60.4,C,1
S2237,M,Charter,Master,2.63,60.0,63.6,58.4,49.5,6.7,67.3,3.7,1,46.7,64.7,C,1
S2238,M,Private,Bachelor,2.97,78.1,64.7,48.4,80.7,6.7,88.6,9.5,4,34.5,65.3,C,1
S2239,M,Public,PhD,3.29,74.1,54.4,60.3,59.3,11.1,80.1,4.9,4,10.5,66.4,C,1
S2240,F,Charter,High School,3.33,65.9,75.4,49.1,63.0,11.7,82.4,3.9,3,36.4,60.6,C,1
S2241,M,Charter,High School,2.53,72.0,32.6,53.3,50.8,9.7,75.3,1.0,3,23.2,42.4,F,0
S2242,F,Public,Master,2.51,66.5,45.9,65.6,52.9,12.6,76.6,5.1,2,8.4,70.0,C,1
S2243,F,Private,PhD,2.54,73.0,66.7,69.9,31.2,5.8,98.4,6.6,3,17.7,61.4,C,1
S2244,F,Public,High School,2.94,60.3,50.5,60.6,78.6,9.4,73.8,2.7,4,21.9,58.2,D,1
S2245,F,Public,High School,2.89,71.9,73.2,55.6,39.0,4.8,73.9,3.7,3,41.8,50.7,D,1
S2246,M,Private,High School,2.52,71.4,39.2,72.7,67.0,9.1,92.6,2.6,5,15.3,68.0,C,1
S2247,F,Charter,High School,3.13,68.0,46.8,56.1,58.5,10.1,86.7,4.6,4,9.8,56.4,D,1
S2248,F,Public,High School,4.0,69.9,59.7,56.8,60.8,12.5,99.2,3.5,10,12.8,65.7,C,1
S2249,M,Charter,PhD,2.75,67.1,58.9,65.2,48.6,6.1,65.1,5.5,8,24.4,57.0,D,1
S2250,M,Charter,Bachelor,2.78,77.7,56.0,65.4,82.9,7.1,80.8,6.3,2,36.2,67.8,C,1
S2251,F,Charter,Master,3.28,81.8,58.2,60.2,62.0,10.8,92.5,1.4,0,32.2,71.1,B,1
S2252,F,Public,Master,2.72,63.8,67.7,59.0,54.5,5.0,69.1,7.3,4,5.0,59.6,D,1
S2253,F,Charter,Bachelor,3.33,63.1,73.1,65.6,52.3,9.4,90.9,8.6,5,18.0,62.5,C,1
S2254,F,Public,Master,2.64,63.0,48.5,59.3,41.2,7.6,74.0,0.0,2,28.7,66.7,C,1
S2255,F,Private,Bachelor,3.92,75.4,48.9,71.7,56.2,8.0,81.4,2.4,9,7.4,67.5,C,1
S2256,F,Public,Bachelor,3.17,75.3,38.8,58.5,38.1,6.5,93.9,4.7,7,12.4,57.7,D,1
S2257,M,Public,Bachelor,2.69,66.1,56.4,63.1,59.5,5.8,90.6,6.4,2,35.9,53.2,D,1
S2258,M,Private,Bachelor,2.71,61.0,59.2,57.6,44.3,12.5,78.6,4.3,0,36.7,61.5,C,1
S2259,M,Public,Master,2.74,76.3,58.1,56.5,64.0,5.5,82.8,3.9,2,23.6,67.7,C,1
S2260,F,Public,PhD,3.69,78.0,64.3,64.5,70.1,11.6,100.0,7.4,3,27.6,69.0,C,1
S2261,F,Public,Bachelor,2.37,67.1,43.8,55.7,45.9,3.3,68.9,1.3,1,35.1,43.1,F,0
S2262,F,Private,Master,2.67,52.9,56.4,42.6,58.1,5.3,80.8,6.2,2,10.2,52.3,D,1
S2263,M,Public,High School,2.72,47.8,65.5,49.1,61.3,3.6,72.6,3.6,6,10.2,66.5,C,1
S2264,F,Charter,Master,2.99,58.4,31.8,59.2,29.1,11.0,67.7,1.2,3,19.1,49.0,F,0
S2265,F,Public,Bachelor,2.86,64.8,54.1,47.0,72.4,4.5,73.9,2.6,3,15.3,72.3,B,1
S2266,F,Public,High School,2.25,67.2,41.4,50.4,42.3,8.7,59.0,3.4,4,19.8,47.8,F,0
S2267,F,Public,Bachelor,2.8,49.3,34.9,77.1,54.8,9.6,83.1,3.4,2,24.6,48.3,F,0
S2268,M,Public,Bachelor,2.95,82.2,49.5,53.0,59.6,8.6,70.2,3.6,3,23.9,59.4,D,1
S2269,F,Public,High School,2.69,68.2,58.4,55.3,25.0,10.6,60.1,4.1,3,5.0,46.3,F,0
S2270,M,Public,PhD,3.34,84.3,68.4,58.4,49.7,19.7,92.3,6.1,1,24.7,66.7,C,1
S2271,M,Charter,High School,3.46,67.5,74.8,62.2,69.8,12.3,92.7,3.2,5,18.9,74.0,B,1
S2272,F,Private,PhD,2.96,73.6,58.4,54.2,53.9,5.5,75.6,6.8,3,28.6,58.9,D,1
S2273,F,Public,Master,3.12,71.8,41.3,59.9,57.9,13.9,89.6,4.5,5,14.8,67.5,C,1
S2274,F,Public,Bachelor,1.92,65.7,45.7,47.2,45.9,5.2,59.5,2.6,1,20.9,45.7,F,0
S2275,F,Charter,Bachelor,2.79,66.0,40.9,68.4,62.7,14.5,73.4,4.2,2,20.2,54.0,D,1
S2276,F,Public,Master,3.5,78.8,51.8,66.5,55.6,9.5,89.9,4.9,0,38.5,68.4,C,1
S2277,F,Public,Bachelor,2.79,76.7,63.7,52.0,70.7,12.0,90.3,5.8,7,19.8,64.4,C,1
S2278,F,Private,Bachelor,2.63,61.1,54.0,64.6,38.6,7.5,71.7,3.7,4,43.5,56.5,D,1
S2279,M,Private,Bachelor,4.0,81.9,74.5,60.8,60.8,21.0,82.8,7.1,5,34.7,71.3,B,1
S2280,M,Private,Bachelor,3.91,64.0,58.9,51.2,50.9,11.8,100.0,1.8,2,15.4,67.4,C,1
S2281,M,Public,PhD,3.23,78.0,69.5,64.0,62.0,18.9,89.7,6.7,3,16.2,78.6,B,1
S2282,M,Public,High School,3.57,91.3,64.0,85.8,54.3,12.6,87.5,5.6,4,15.0,70.1,B,1
S2283,M,Private,Bachelor,1.89,48.9,54.0,35.0,43.9,7.1,83.0,3.2,1,28.4,35.4,F,0
S2284,M,Public,High School,2.61,65.3,56.6,45.7,42.5,12.5,99.4,6.8,1,18.6,47.7,F,0
S2285,M,Private,Master,2.77,74.7,55.1,67.3,45.8,5.7,82.0,5.6,2,37.2,60.8,C,1
S2286,F,Private,Master,2.88,69.1,58.5,54.3,52.7,11.4,71.7,4.3,2,15.9,53.1,D,1
S2287,M,Public,High School,2.76,68.9,55.1,64.8,27.1,7.1,83.5,3.3,2,39.2,58.7,D,1
S2288,F,Charter,High School,1.72,54.1,59.1,42.6,25.0,4.4,57.4,6.4,1,17.4,45.7,F,0
S2289,M,Charter,High School,3.19,68.5,61.0,63.1,55.7,10.0,96.8,5.9,4,5.0,67.2,C,1
S2290,F,Private,Bachelor,3.27,72.0,60.1,78.7,25.0,11.8,74.3,5.6,3,5.0,78.1,B,1
S2291,M,Public,Bachelor,3.8,78.3,63.6,56.7,56.3,13.8,85.7,6.1,6,12.9,61.5,C,1
S2292,M,Public,PhD,2.61,56.6,59.0,65.2,47.0,5.7,66.0,1.7,4,14.9,49.3,F,0
S2293,F,Public,Bachelor,2.56,65.1,59.9,63.5,58.0,7.6,77.8,0.0,5,14.4,67.1,C,1
S2294,M,Public,High School,1.66,69.1,44.5,39.4,35.1,1.0,69.2,4.2,3,46.4,45.6,F,0
S2295,M,Charter,Master,2.85,65.2,43.4,64.2,67.7,11.4,87.4,2.6,1,14.8,67.3,C,1
S2296,M,Public,Bachelor,3.45,64.6,50.2,63.3,63.7,15.9,85.9,5.2,5,5.0,56.5,D,1
S2297,M,Public,Bachelor,2.69,65.7,52.1,59.1,32.1,8.3,77.5,3.5,2,35.0,48.6,F,0
S2298,M,Public,High School,4.0,74.3,79.8,70.9,60.3,8.2,83.1,9.9,4,40.0,81.8,A,1
S2299,M,Private,Bachelor,2.87,58.0,50.4,54.7,69.0,10.7,75.3,2.6,1,32.4,59.3,D,1
S2300,F,Public,PhD,3.07,71.8,52.7,62.4,43.9,7.0,64.0,5.2,6,14.6,67.6,C,1
S2301,F,Public,Bachelor,2.32,57.5,31.0,56.6,42.5,6.8,89.9,3.8,2,31.0,46.3,F,0
S2302,F,Public,Bachelor,3.14,66.4,72.6,67.9,74.5,11.6,80.3,2.1,3,12.2,70.2,B,1
S2303,M,Charter,Bachelor,2.01,61.3,53.2,39.6,40.6,6.7,89.8,0.0,2,15.4,59.2,D,1
S2304,F,Public,PhD,3.35,61.2,65.4,72.9,70.3,13.6,82.0,3.9,4,20.3,65.8,C,1
S2305,M,Charter,High School,3.36,59.7,66.7,50.7,46.3,10.9,60.8,5.9,4,22.3,66.3,C,1
S2306,M,Charter,Bachelor,3.68,82.2,64.6,74.4,25.0,12.2,81.4,6.4,2,18.6,61.5,C,1
S2307,F,Public,PhD,2.49,49.5,48.4,54.5,63.0,9.2,74.9,3.0,5,52.6,50.5,D,1
S2308,M,Private,High School,3.08,63.0,70.9,48.5,62.1,9.1,81.6,6.0,1,25.2,67.4,C,1
S2309,M,Public,Master,3.28,58.4,57.9,65.1,60.7,8.1,90.9,3.5,6,38.0,57.5,D,1
S2310,F,Charter,Bachelor,3.22,68.3,64.5,53.5,42.9,11.2,84.3,4.7,2,57.4,67.0,C,1
S2311,F,Private,Bachelor,2.57,69.1,62.7,67.8,40.1,3.9,71.6,3.2,5,20.1,58.2,D,1
S2312,F,Public,Bachelor,1.8,58.9,51.6,45.2,59.5,4.0,57.1,0.0,1,33.2,44.3,F,0
S2313,F,Public,Bachelor,3.17,90.9,63.8,52.8,58.5,5.6,76.9,9.5,3,36.4,66.1,C,1
S2314,F,Public,Bachelor,2.92,77.9,59.0,75.9,51.7,7.0,86.5,0.0,6,27.2,63.2,C,1
S2315,M,Charter,High School,2.72,59.7,60.1,58.9,55.0,6.3,87.5,6.3,0,22.3,55.7,D,1
S2316,M,Public,Bachelor,3.38,64.2,66.4,69.9,75.4,7.6,75.7,7.1,3,58.2,68.4,C,1
S2317,M,Private,High School,2.98,91.4,75.4,57.5,66.2,12.2,91.9,6.1,3,43.1,64.3,C,1
S2318,M,Public,High School,2.34,71.9,58.6,40.4,44.4,9.4,80.2,3.0,5,5.0,45.0,F,0
S2319,M,Charter,PhD,2.03,65.1,54.7,69.3,30.8,9.1,59.7,4.8,2,50.2,43.1,F,0
S2320,F,Public,Bachelor,2.44,65.0,47.3,56.5,54.8,6.2,77.3,2.2,3,51.8,57.7,D,1
S2321,F,Private,PhD,4.0,82.2,62.8,73.9,48.4,11.7,94.4,7.8,10,37.9,76.4,B,1
S2322,F,Public,High School,3.36,61.8,65.5,67.4,42.8,12.9,70.8,5.5,1,34.5,61.9,C,1
S2323,M,Private,Bachelor,3.09,72.2,53.1,59.0,68.3,9.8,64.6,4.3,3,47.8,64.1,C,1
S2324,F,Public,High School,2.91,69.7,56.5,62.4,62.9,9.0,84.8,4.5,6,38.7,70.6,B,1
S2325,F,Public,Master,2.88,61.5,67.8,72.9,59.7,1.0,73.3,2.3,2,34.3,61.4,C,1
S2326,F,Public,Master,3.58,71.5,74.5,64.5,45.4,13.6,100.0,4.6,5,24.1,69.1,C,1
S2327,M,Private,High School,2.75,79.7,61.6,69.9,74.4,9.9,98.2,7.0,3,10.2,78.3,B,1
S2328,F,Public,PhD,3.29,71.9,57.3,45.2,66.9,10.1,88.5,11.0,1,5.0,65.8,C,1
S2329,M,Private,High School,2.83,84.8,59.4,73.0,49.1,10.8,89.7,5.1,1,37.5,70.9,B,1
S2330,M,Public,Bachelor,3.97,65.8,72.2,52.3,55.5,14.7,77.4,8.6,5,31.5,74.4,B,1
S2331,M,Charter,PhD,3.37,69.5,59.8,72.2,56.5,8.4,67.7,5.9,3,22.5,70.6,B,1
S2332,F,Charter,Master,3.62,63.8,54.7,67.0,49.8,10.8,84.5,7.0,6,9.0,62.6,C,1
S2333,F,Private,PhD,2.71,57.4,63.7,55.9,79.8,4.8,61.6,4.9,2,9.5,57.5,D,1
S2334,M,Public,Bachelor,3.53,68.7,62.9,63.0,52.5,15.5,89.0,7.9,2,16.9,71.9,B,1
S2335,M,Public,High School,2.84,71.0,50.8,58.0,37.9,11.3,69.0,7.2,5,36.3,60.7,C,1
S2336,M,Public,High School,3.06,72.7,63.5,54.5,74.0,6.8,82.8,2.9,1,58.3,67.2,C,1
S2337,M,Public,Bachelor,3.82,72.7,74.2,64.6,54.6,14.1,86.1,12.2,5,20.5,75.0,B,1
S2338,M,Private,Master,2.48,47.0,36.6,73.1,54.7,7.8,82.4,3.5,3,31.9,50.4,D,1
S2339,M,Private,High School,3.1,82.8,60.1,75.9,62.4,7.3,84.9,5.0,6,41.4,64.0,C,1
S2340,F,Charter,Bachelor,3.22,69.9,56.6,54.5,53.3,10.2,77.3,4.2,4,22.9,59.2,D,1
S2341,M,Public,Bachelor,3.26,63.7,62.1,63.7,43.9,12.6,66.2,4.3,7,29.2,62.9,C,1
S2342,M,Private,Bachelor,2.77,69.9,62.1,60.5,52.6,10.9,79.7,5.2,3,38.5,59.5,D,1
S2343,M,Public,Bachelor,4.0,81.6,63.0,68.0,45.5,20.0,69.1,8.3,8,36.5,82.1,A,1
S2344,F,Private,Bachelor,2.35,60.9,35.0,46.3,44.0,6.7,88.5,4.0,4,29.0,55.4,D,1
S2345,F,Public,Master,3.73,78.5,75.8,71.1,70.6,11.2,93.6,5.4,3,14.1,81.6,A,1
S2346,F,Public,High School,3.61,66.8,49.9,71.6,74.9,13.1,96.2,0.6,3,25.0,76.8,B,1
S2347,M,Public,Master,3.95,85.6,72.0,62.3,48.5,12.3,77.9,3.3,4,5.0,67.6,C,1
S2348,F,Private,High School,2.21,54.1,45.4,70.7,43.1,4.1,76.3,2.5,3,33.4,56.0,D,1
S2349,M,Charter,High School,2.57,60.8,53.1,70.3,43.6,4.5,67.7,4.1,4,40.2,57.1,D,1
S2350,F,Public,Bachelor,3.75,82.7,83.4,72.9,66.6,1.7,89.2,5.5,4,46.7,75.1,B,1
S2351,F,Public,Master,2.06,70.2,80.9,44.3,36.0,7.5,58.6,0.8,1,43.6,54.0,D,1
S2352,F,Public,High School,2.2,74.7,36.5,60.7,32.7,1.0,71.0,3.1,2,5.0,48.1,F,0
S2353,F,Private,Bachelor,2.76,76.0,67.3,63.3,34.1,5.4,61.0,3.7,4,47.1,59.0,D,1
S2354,F,Public,Bachelor,3.1,68.4,56.2,65.9,36.0,10.3,79.0,3.8,5,46.5,58.4,D,1
S2355,M,Private,High School,3.8,65.6,72.6,79.2,53.0,11.2,68.2,3.3,5,7.2,67.4,C,1
S2356,F,Charter,Master,2.91,80.3,69.5,60.9,75.7,15.1,100.0,2.6,5,19.5,62.8,C,1
S2357,M,Charter,Master,2.7,77.9,71.7,79.2,59.3,3.3,78.9,5.6,2,48.1,70.3,B,1
